CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKNAUKRI26-SEP-2024,7013.3000000,7125.0000000,7125.0000000,6891.6000000,6891.6000000,6922.2500000,-1.2900000,28.0000000,1650.0000000,11.0000000,11576062.5000000
FUTSTKHINDPETRO26-SEP-2024,363.4000000,358.0000000,362.0000000,345.9000000,346.5000000,346.5000000,-4.6500000,132.0000000,141750.0000000,70.0000000,50093640.0000000
FUTSTKFEDERALBNK29-AUG-2024,196.7900000,196.0000000,196.5900000,191.5000000,192.1300000,192.1300000,-2.3600000,2124.0000000,10430000.0000000,2086.0000000,2019641050.0000000
FUTSTKCROMPTON29-AUG-2024,433.8000000,435.9000000,439.2000000,425.7500000,430.9000000,430.9000000,-0.6600000,1219.0000000,2788200.0000000,1549.0000000,1203136830.0000000
FUTSTKFEDERALBNK25-JUL-2024,196.5900000,196.1200000,196.8800000,191.2100000,191.9300000,191.9300000,-2.3700000,16800.0000000,29035000.0000000,5807.0000000,5616108550.0000000
FUTSTKABBOTINDIA26-SEP-2024,29199.5000000,28500.0000000,28500.0000000,27765.6500000,27802.9000000,27802.9000000,-4.7800000,29.0000000,140.0000000,7.0000000,3916362.0000000
FUTSTKSAIL29-AUG-2024,148.7100000,147.6900000,147.9000000,141.5700000,142.1700000,142.1700000,-4.3900000,13979.0000000,1404000.0000000,351.0000000,201695160.0000000
FUTSTKLICHSGFIN25-JUL-2024,797.8500000,795.4000000,798.4000000,769.2000000,771.7500000,771.7500000,-3.2700000,23735.0000000,7058000.0000000,7058.0000000,5520214200.0000000
FUTSTKIOC25-JUL-2024,170.0100000,169.9000000,170.3400000,165.2000000,165.6300000,165.6300000,-2.5700000,26815.0000000,48199125.0000000,9887.0000000,8051678310.0000000
FUTSTKATUL26-SEP-2024,7224.1000000,7195.0000000,7206.6500000,6975.3000000,7065.1000000,7065.1000000,-2.2000000,69.0000000,3500.0000000,35.0000000,24869670.0000000
FUTSTKABBOTINDIA29-AUG-2024,28599.7000000,28451.4500000,28603.5000000,27462.6500000,27593.7500000,27593.7500000,-3.5100000,805.0000000,16600.0000000,830.0000000,463946523.0000000
FUTSTKTATAMOTORS26-SEP-2024,1040.0500000,1034.0500000,1035.0000000,1002.0000000,1003.2500000,1003.2500000,-3.5300000,941.0000000,252450.0000000,459.0000000,256441432.5000000
FUTSTKMPHASIS26-SEP-2024,2871.9500000,2916.1500000,2930.0000000,2875.0000000,2886.7000000,2886.7000000,0.5100000,83.0000000,12925.0000000,47.0000000,37590355.0000000
FUTSTKINDIGO29-AUG-2024,4446.2500000,4433.9000000,4433.9000000,4287.0000000,4314.0500000,4314.0500000,-2.9700000,2718.0000000,843000.0000000,2810.0000000,3659193690.0000000
FUTSTKKOTAKBANK29-AUG-2024,1837.0000000,1829.0500000,1843.4500000,1818.1000000,1831.5000000,1831.5000000,-0.2900000,11728.0000000,2403200.0000000,6008.0000000,4400331240.0000000
FUTSTKLT26-SEP-2024,3712.0000000,3695.0000000,3713.9000000,3663.0000000,3668.6000000,3668.6000000,-1.1600000,452.0000000,23250.0000000,155.0000000,85706197.5000000
FUTSTKLTF26-SEP-2024,187.3909009,187.5200000,187.5200000,178.0300000,178.5300000,178.5300000,-4.7200000,311.0000000,490820.0000000,110.0000000,89446813.7000000
FUTSTKGAIL29-AUG-2024,230.9800000,231.0000000,231.0000000,220.6000000,221.2100000,221.2100000,-4.2200000,4517.0000000,19384275.0000000,4237.0000000,4338423410.2500000
FUTSTKMARUTI29-AUG-2024,12625.6500000,12600.9000000,12690.0000000,12450.0000000,12479.7500000,12479.7500000,-1.1500000,9313.0000000,256400.0000000,5128.0000000,3217697317.5000000
FUTSTKBSOFT29-AUG-2024,753.6500000,763.0000000,764.0000000,726.7000000,729.7500000,729.7500000,-3.1700000,1884.0000000,2308000.0000000,2308.0000000,1721454250.0000000
FUTSTKADANIENT26-SEP-2024,3143.4500000,3138.0000000,3138.0000000,3046.5000000,3049.4500000,3049.4500000,-2.9900000,334.0000000,51000.0000000,170.0000000,157571625.0000000
FUTSTKKOTAKBANK26-SEP-2024,1850.3500000,1849.1500000,1854.9000000,1830.5500000,1842.6000000,1842.6000000,-0.4100000,363.0000000,29200.0000000,73.0000000,53821840.0000000
FUTSTKINDHOTEL26-SEP-2024,592.0500000,587.7000000,589.5000000,581.9000000,585.4000000,585.4000000,-1.1200000,158.0000000,50000.0000000,50.0000000,29250950.0000000
FUTSTKASTRAL29-AUG-2024,2258.1000000,2240.4000000,2261.9500000,2227.8000000,2248.1500000,2248.1500000,-0.4400000,1215.0000000,638213.0000000,1739.0000000,1433382761.7000000
FUTSTKGMRINFRA25-JUL-2024,95.9000000,95.3900000,95.3900000,91.5000000,91.9900000,91.9900000,-4.0700000,17149.0000000,10237500.0000000,910.0000000,951669562.5000000
FUTSTKLICHSGFIN29-AUG-2024,795.9000000,792.8500000,795.0000000,766.2500000,768.3500000,768.3500000,-3.4600000,3684.0000000,3558000.0000000,3558.0000000,2773737500.0000000
FUTSTKIDFC29-AUG-2024,116.6500000,116.7200000,116.7200000,114.0000000,114.2300000,114.2300000,-2.0700000,5002.0000000,10180000.0000000,2036.0000000,1168955550.0000000
FUTSTKRBLBANK26-SEP-2024,246.0500000,248.0500000,248.0500000,242.3000000,243.4000000,243.4000000,-1.0700000,197.0000000,17500.0000000,7.0000000,4290750.0000000
FUTSTKNATIONALUM26-SEP-2024,194.1409009,190.5000000,191.1409009,186.0000000,188.5100000,188.5100000,-2.9000000,159.0000000,157500.0000000,42.0000000,29687250.0000000
FUTSTKDABUR29-AUG-2024,648.1500000,646.6000000,650.0000000,637.5500000,638.4500000,638.4500000,-1.4900000,666.0000000,726250.0000000,581.0000000,466921875.0000000
FUTSTKNATIONALUM25-JUL-2024,192.1500000,191.0000000,191.0000000,183.6000000,185.9209009,185.9209009,-3.2400000,14290.0000000,28593750.0000000,7625.0000000,5332182187.5000000
FUTSTKMANAPPURAM25-JUL-2024,228.3500000,229.7600000,230.0000000,216.2500000,216.9800000,216.9800000,-4.9700000,14077.0000000,20367000.0000000,6789.0000000,4508638110.0000000
FUTSTKCOLPAL26-SEP-2024,3160.0000000,3160.0000000,3160.0000000,3160.0000000,3160.0000000,3164.3500000,0.1300000,10.0000000,350.0000000,1.0000000,1106000.0000000
FUTSTKCHAMBLFERT26-SEP-2024,518.8500000,518.8500000,529.6500000,493.0500000,495.7500000,495.7500000,-4.4500000,33.0000000,30400.0000000,16.0000000,15450325.0000000
FUTSTKGODREJCP29-AUG-2024,1471.5000000,1481.5000000,1482.0000000,1442.4000000,1456.9000000,1456.9000000,-0.9900000,837.0000000,288500.0000000,577.0000000,421768550.0000000
FUTIDXNIFTY25-JUL-2024,24809.0500000,24761.0000000,24837.0000000,24504.0000000,24529.1000000,24529.1000000,-1.1200000,564722.0000000,8005525.0000000,320221.0000000,197231944967.5000000
FUTSTKPERSISTENT26-SEP-2024,4920.0000000,4874.0000000,4874.0000000,4585.0000000,4628.2500000,4628.2500000,-5.9200000,104.0000000,31400.0000000,157.0000000,146092610.0000000
FUTSTKMANAPPURAM29-AUG-2024,229.1200000,230.0000000,231.2900000,217.0700000,217.6700000,217.6700000,-4.9900000,3891.0000000,7437000.0000000,2479.0000000,1651602870.0000000
FUTSTKABCAPITAL29-AUG-2024,224.8100000,224.9700000,224.9800000,216.5500000,217.1800000,217.1800000,-3.3900000,2100.0000000,7452000.0000000,1380.0000000,1638452610.0000000
FUTSTKLALPATHLAB29-AUG-2024,3007.7000000,2990.0000000,3020.0000000,2968.4500000,2984.2000000,2984.2000000,-0.7800000,412.0000000,172500.0000000,575.0000000,516020910.0000000
FUTSTKABBOTINDIA25-JUL-2024,28395.6000000,28299.9500000,28394.5500000,27257.5000000,27387.8000000,27387.8000000,-3.5400000,6909.0000000,37180.0000000,1859.0000000,1033919279.0000000
FUTSTKGODREJCP26-SEP-2024,1485.8000000,1466.0000000,1466.0000000,1460.0500000,1460.0500000,1460.0500000,-1.7300000,16.0000000,1500.0000000,3.0000000,2193050.0000000
FUTSTKNAVINFLUOR25-JUL-2024,3675.4500000,3655.8000000,3670.6000000,3541.6500000,3554.3500000,3554.3500000,-3.2900000,7565.0000000,660450.0000000,3774.0000000,2372247115.0000000
FUTSTKAUBANK25-JUL-2024,635.7000000,635.5500000,638.1000000,627.0000000,634.5000000,634.5000000,-0.1800000,22088.0000000,6104000.0000000,6104.0000000,3864337950.0000000
FUTSTKLT29-AUG-2024,3687.5000000,3679.2000000,3687.5000000,3634.4500000,3640.7000000,3640.7000000,-1.2600000,14579.0000000,1675650.0000000,11171.0000000,6125695650.0000000
FUTSTKMARICO25-JUL-2024,684.6000000,680.0000000,685.5500000,667.0500000,668.1000000,668.1000000,-2.4100000,8725.0000000,3463200.0000000,2886.0000000,2332492920.0000000
FUTSTKSUNPHARMA29-AUG-2024,1606.5500000,1598.2000000,1598.6000000,1576.7000000,1578.5500000,1578.5500000,-1.7400000,3790.0000000,953750.0000000,2725.0000000,1513037610.0000000
FUTSTKHEROMOTOCO29-AUG-2024,5515.5000000,5525.0500000,5531.6500000,5375.0000000,5424.9000000,5424.9000000,-1.6400000,3423.0000000,270150.0000000,1801.0000000,1465867252.5000000
FUTSTKAUROPHARMA25-JUL-2024,1339.1000000,1337.8000000,1353.5000000,1326.5500000,1331.1000000,1331.1000000,-0.5900000,24183.0000000,2875400.0000000,5228.0000000,3850168850.0000000
FUTSTKJKCEMENT25-JUL-2024,4388.1000000,4398.2500000,4398.2500000,4195.8500000,4226.8000000,4226.8000000,-3.6700000,4651.0000000,303125.0000000,2425.0000000,1297829343.7500000
FUTSTKCROMPTON25-JUL-2024,431.5000000,434.0000000,437.0000000,422.4000000,427.6000000,427.6000000,-0.9000000,12217.0000000,8141400.0000000,4523.0000000,3494477430.0000000
FUTSTKONGC25-JUL-2024,331.9000000,333.0000000,333.1500000,317.8500000,319.5000000,319.5000000,-3.7300000,38934.0000000,52333050.0000000,27186.0000000,16933834610.0000000
FUTSTKNAVINFLUOR26-SEP-2024,3702.4000000,3674.0000000,3674.0000000,3580.6500000,3580.6500000,3580.6500000,-3.2800000,21.0000000,1050.0000000,6.0000000,3810852.5000000
FUTSTKIGL29-AUG-2024,535.8000000,536.5000000,537.4000000,526.5500000,530.9000000,530.9000000,-0.9100000,1040.0000000,1205875.0000000,877.0000000,640792556.2500000
FUTSTKHINDUNILVR25-JUL-2024,2739.4500000,2735.0000000,2746.4500000,2717.3000000,2724.7500000,2724.7500000,-0.5300000,53292.0000000,3294300.0000000,10981.0000000,8992747875.0000000
FUTIDXMIDCPNIFTY30-SEP-2024,12492.4000000,12401.0500000,12426.5000000,12163.0500000,12188.0500000,12188.0500000,-2.4300000,190.0000000,12350.0000000,247.0000000,151864342.5000000
FUTSTKRAMCOCEM26-SEP-2024,791.9000000,777.0000000,786.4500000,775.0000000,780.2500000,780.2500000,-1.4700000,93.0000000,18700.0000000,22.0000000,14601725.0000000
FUTSTKMUTHOOTFIN26-SEP-2024,1864.6000000,1850.0000000,1853.0000000,1834.8500000,1853.0000000,1853.0000000,-0.6200000,11.0000000,3850.0000000,7.0000000,7121977.5000000
FUTSTKINDIGO26-SEP-2024,4479.4000000,4428.0000000,4435.7500000,4320.5500000,4338.4500000,4338.4500000,-3.1400000,118.0000000,15000.0000000,50.0000000,65546220.0000000
FUTSTKVEDL26-SEP-2024,457.8000000,0.0000000,0.0000000,0.0000000,,445.9500000,-2.5800000,194.0000000,0.0000000,0.0000000,0.0000000
FUTSTKSBIN26-SEP-2024,904.7000000,904.7000000,909.5000000,896.0000000,900.3000000,900.3000000,-0.4800000,487.0000000,304500.0000000,406.0000000,274759275.0000000
FUTSTKMETROPOLIS25-JUL-2024,2040.4500000,2020.6000000,2031.0500000,1976.6000000,1983.0000000,1983.0000000,-2.8100000,3838.0000000,651600.0000000,1629.0000000,1304100780.0000000
FUTSTKDRREDDY26-SEP-2024,6761.4000000,6665.5500000,6719.6000000,6630.0000000,6631.4500000,6631.4500000,-1.9200000,161.0000000,6625.0000000,53.0000000,44162318.7500000
FUTSTKASHOKLEY29-AUG-2024,229.9900000,229.7300000,229.7300000,224.4200000,225.4300000,225.4300000,-1.9800000,2241.0000000,8800000.0000000,1760.0000000,2002574750.0000000
FUTSTKCUMMINSIND26-SEP-2024,3850.3500000,3838.0000000,3838.0000000,3597.7000000,3600.9500000,3600.9500000,-6.4700000,102.0000000,22500.0000000,75.0000000,82327605.0000000
FUTIDXBANKNIFTY28-AUG-2024,52829.9000000,52779.3500000,52779.3500000,52330.9000000,52459.7500000,52459.7500000,-0.7000000,24484.0000000,246645.0000000,16443.0000000,12955775586.0000000
FUTSTKINFY29-AUG-2024,1773.1500000,1843.8500000,1848.9500000,1801.5500000,1807.4000000,1807.4000000,1.9300000,26565.0000000,12890000.0000000,32225.0000000,23500234200.0000000
FUTSTKHDFCLIFE29-AUG-2024,654.9000000,653.0000000,654.9000000,640.3500000,641.4000000,641.4000000,-2.0600000,2635.0000000,2083400.0000000,1894.0000000,1342544830.0000000
FUTSTKLALPATHLAB26-SEP-2024,3021.6500000,3025.0000000,3025.0000000,2991.3500000,2992.3000000,2992.3000000,-0.9700000,19.0000000,4200.0000000,14.0000000,12630720.0000000
FUTSTKIGL26-SEP-2024,536.5000000,530.1500000,535.0000000,528.0000000,532.0000000,532.0000000,-0.8300000,130.0000000,28875.0000000,21.0000000,15303543.7500000
FUTSTKPEL29-AUG-2024,967.6500000,950.0000000,950.0000000,928.3500000,932.8500000,932.8500000,-3.5900000,2348.0000000,38250.0000000,51.0000000,35842725.0000000
FUTSTKWIPRO25-JUL-2024,573.4500000,576.9500000,579.7000000,554.6000000,556.8000000,556.8000000,-2.9000000,33987.0000000,35584500.0000000,23723.0000000,20076329100.0000000
FUTSTKMCX29-AUG-2024,4107.7000000,4134.9000000,4134.9000000,3826.8000000,3845.4000000,3845.4000000,-6.3800000,1225.0000000,483400.0000000,2417.0000000,1883572440.0000000
FUTSTKIPCALAB29-AUG-2024,1221.9000000,1212.4500000,1219.3000000,1187.2000000,1191.5500000,1191.5500000,-2.4800000,578.0000000,458250.0000000,705.0000000,550126980.0000000
FUTSTKNTPC29-AUG-2024,378.2500000,378.0500000,378.0500000,362.6500000,364.4000000,364.4000000,-3.6600000,15381.0000000,16690500.0000000,11127.0000000,6191575500.0000000
FUTIDXFINNIFTY27-AUG-2024,23895.9500000,23850.0000000,23878.6000000,23666.3500000,23708.0000000,23708.0000000,-0.7800000,251.0000000,7775.0000000,311.0000000,184578997.5000000
FUTIDXNIFTY26-SEP-2024,25044.0500000,25067.9500000,25067.9500000,24775.0000000,24794.7500000,24794.7500000,-0.9900000,17714.0000000,261675.0000000,10467.0000000,6514203960.0000000
FUTSTKHINDCOPPER26-SEP-2024,324.8000000,321.0500000,321.0500000,311.1500000,314.8000000,312.1000000,-3.9100000,148.0000000,15900.0000000,6.0000000,5007042.5000000
FUTSTKJINDALSTEL29-AUG-2024,996.9000000,987.7500000,989.8500000,949.2500000,951.1000000,951.1000000,-4.5900000,3553.0000000,2250625.0000000,3601.0000000,2170204718.7500000
FUTSTKBHARATFORG29-AUG-2024,1636.6500000,1634.7500000,1644.0000000,1587.0500000,1590.4000000,1590.4000000,-2.8200000,1910.0000000,676500.0000000,1353.0000000,1088475950.0000000
FUTSTKBERGEPAINT26-SEP-2024,516.2500000,519.5000000,522.5000000,517.4000000,517.7000000,517.7000000,0.2800000,176.0000000,54120.0000000,41.0000000,28139562.0000000
FUTSTKTATACHEM29-AUG-2024,1064.0000000,1065.1500000,1065.4000000,1042.0000000,1046.2000000,1046.2000000,-1.6700000,4329.0000000,1514150.0000000,2753.0000000,1588534062.5000000
FUTSTKPIIND25-JUL-2024,3909.7500000,3919.9500000,3923.9500000,3822.7500000,3832.2000000,3832.2000000,-1.9800000,5833.0000000,564000.0000000,2256.0000000,2178159937.5000000
FUTSTKOFSS26-SEP-2024,11099.7000000,11166.0000000,11166.0000000,10842.4500000,10842.4500000,10972.4500000,-1.1400000,89.0000000,6000.0000000,60.0000000,65770755.0000000
FUTSTKBALRAMCHIN26-SEP-2024,456.0500000,0.0000000,0.0000000,0.0000000,,447.7000000,-1.8300000,54.0000000,0.0000000,0.0000000,0.0000000
FUTSTKASIANPAINT29-AUG-2024,2950.7500000,2949.6000000,2998.4000000,2938.0000000,2963.1500000,2963.1500000,0.4200000,14269.0000000,1369200.0000000,6846.0000000,4068691080.0000000
FUTSTKBHEL25-JUL-2024,309.2000000,307.3000000,308.3500000,292.6500000,293.8000000,293.8000000,-4.9800000,25805.0000000,46431000.0000000,17688.0000000,13837261200.0000000
FUTSTKRAMCOCEM25-JUL-2024,785.9500000,785.3000000,785.3000000,767.1500000,776.4500000,776.4500000,-1.2000000,10929.0000000,3315000.0000000,3900.0000000,2571638747.5000000
FUTSTKPVRINOX25-JUL-2024,1401.5500000,1404.8500000,1419.0000000,1381.7000000,1389.8500000,1389.8500000,-0.8300000,11103.0000000,1794463.0000000,4409.0000000,2513815760.5000000
FUTSTKCHAMBLFERT29-AUG-2024,514.3000000,516.6000000,519.4000000,489.6500000,492.4500000,492.4500000,-4.2400000,922.0000000,2365500.0000000,1245.0000000,1189387555.0000000
FUTSTKWIPRO29-AUG-2024,576.4000000,582.0000000,582.0000000,558.0000000,560.0500000,560.0500000,-2.8300000,5778.0000000,10087500.0000000,6725.0000000,5717093250.0000000
FUTSTKINDUSINDBK25-JUL-2024,1457.5000000,1454.3500000,1454.3500000,1430.4000000,1433.0000000,1433.0000000,-1.6800000,50263.0000000,5973000.0000000,11946.0000000,8591094725.0000000
FUTSTKM&MFIN26-SEP-2024,285.8500000,283.1500000,283.2000000,280.0500000,280.6500000,280.6500000,-1.8100000,275.0000000,44000.0000000,22.0000000,12413500.0000000
FUTSTKPVRINOX29-AUG-2024,1395.5000000,1400.0500000,1412.0000000,1375.5500000,1383.7500000,1383.7500000,-0.8400000,3557.0000000,819698.0000000,2014.0000000,1143748693.4500000
FUTSTKINDUSTOWER29-AUG-2024,422.3000000,424.3000000,427.7500000,408.3500000,412.8000000,412.8000000,-2.2400000,15807.0000000,15973200.0000000,4698.0000000,6625975930.0000000
FUTSTKHINDALCO26-SEP-2024,697.1000000,690.2500000,691.2500000,665.0000000,667.8500000,667.8500000,-4.1900000,104.0000000,100800.0000000,72.0000000,67831540.0000000
FUTSTKBIOCON29-AUG-2024,346.3500000,344.6500000,346.4000000,336.9000000,337.7000000,337.7000000,-2.4900000,4161.0000000,5790000.0000000,2316.0000000,1976166875.0000000
FUTSTKIDEA26-SEP-2024,16.5400000,16.5900000,16.5900000,16.1100000,16.1200000,16.1200000,-2.5300000,1493.0000000,5400000.0000000,135.0000000,87858000.0000000
FUTSTKINDIGO25-JUL-2024,4417.8000000,4441.0000000,4441.0000000,4254.4500000,4284.8500000,4284.8500000,-3.0000000,23221.0000000,2205900.0000000,7353.0000000,9512352810.0000000
FUTSTKDEEPAKNTR25-JUL-2024,2831.6000000,2795.0500000,2852.0000000,2768.2000000,2787.8000000,2787.8000000,-1.5400000,6359.0000000,1133700.0000000,3779.0000000,3182832180.0000000
FUTSTKOFSS25-JUL-2024,10996.4500000,11127.2500000,11239.0000000,10691.4500000,10808.0500000,10808.0500000,-1.7100000,17269.0000000,821700.0000000,8217.0000000,8959170025.0000000
FUTSTKIDFCFIRSTB26-SEP-2024,78.2300000,78.0600000,78.0600000,76.4400000,76.5400000,76.5400000,-2.1600000,1562.0000000,4275000.0000000,570.0000000,329100450.0000000
FUTSTKICICIGI25-JUL-2024,1916.8500000,1899.0000000,1915.2500000,1871.7500000,1884.0500000,1884.0500000,-1.7100000,8996.0000000,1613500.0000000,3227.0000000,3052258575.0000000
FUTSTKTORNTPHARM25-JUL-2024,3054.7000000,3060.9000000,3062.7000000,2934.8500000,2943.8000000,2943.8000000,-3.6300000,4234.0000000,434250.0000000,1737.0000000,1291897362.5000000
FUTSTKHAL25-JUL-2024,5020.1500000,5000.0500000,5017.7500000,4761.2500000,4795.2000000,4795.2000000,-4.4800000,33513.0000000,1500600.0000000,5002.0000000,7316480955.0000000
FUTSTKCOLPAL29-AUG-2024,3148.5000000,3116.2500000,3171.6500000,3109.4500000,3138.5000000,3138.5000000,-0.3100000,1434.0000000,316400.0000000,904.0000000,992379132.5000000
FUTSTKBSOFT26-SEP-2024,758.9500000,765.0000000,768.7500000,733.0000000,734.4500000,734.4500000,-3.2200000,112.0000000,78000.0000000,78.0000000,58567150.0000000
FUTSTKSHRIRAMFIN26-SEP-2024,2889.1000000,2860.0000000,2868.5500000,2818.0000000,2821.0000000,2821.0000000,-2.3500000,64.0000000,7500.0000000,25.0000000,21327495.0000000
FUTSTKBHARTIARTL29-AUG-2024,1485.7500000,1475.9000000,1480.2500000,1456.9000000,1465.2000000,1465.2000000,-1.3800000,11396.0000000,2804400.0000000,5904.0000000,4107467713.7500000
FUTSTKONGC29-AUG-2024,331.6500000,333.0500000,333.1500000,317.6000000,319.3000000,319.3000000,-3.7200000,10901.0000000,15326850.0000000,7962.0000000,4953613761.2500000
FUTSTKULTRACEMCO26-SEP-2024,11722.7000000,11570.7000000,11570.7000000,11310.1000000,11332.2000000,11332.2000000,-3.3300000,112.0000000,9800.0000000,98.0000000,112341245.0000000
FUTSTKBRITANNIA26-SEP-2024,5953.5000000,5885.0000000,5955.0000000,5870.0000000,5888.7000000,5888.7000000,-1.0800000,70.0000000,10600.0000000,53.0000000,62626070.0000000
FUTSTKADANIENT29-AUG-2024,3119.0000000,3113.9500000,3122.1000000,3020.0000000,3024.8000000,3024.8000000,-3.0200000,8549.0000000,1712700.0000000,5709.0000000,5238070125.0000000
FUTSTKTATAMOTORS25-JUL-2024,1027.2500000,1025.0000000,1029.0000000,988.3500000,990.6500000,990.6500000,-3.5600000,97260.0000000,14731200.0000000,26784.0000000,14807950575.0000000
FUTSTKHDFCAMC29-AUG-2024,4195.6000000,4217.8000000,4222.4500000,4065.0000000,4087.1000000,4087.1000000,-2.5800000,3431.0000000,180150.0000000,1201.0000000,740888017.5000000
FUTIDXNIFTYNXT5030-AUG-2024,73561.3500000,73589.8500000,73589.8500000,71801.1500000,71911.6000000,71911.6000000,-2.2400000,256.0000000,2570.0000000,257.0000000,186043001.5000000
FUTSTKINDUSTOWER26-SEP-2024,426.0500000,425.9500000,429.3000000,412.1000000,416.0000000,416.0000000,-2.3500000,431.0000000,360400.0000000,106.0000000,151207520.0000000
FUTSTKASHOKLEY26-SEP-2024,231.5300000,230.0000000,231.0000000,226.4100000,227.1600000,227.1600000,-1.8800000,202.0000000,255000.0000000,51.0000000,58330650.0000000
FUTIDXFINNIFTY30-JUL-2024,23802.1500000,23772.5500000,23789.2000000,23571.3000000,23605.5500000,23605.5500000,-0.8200000,2718.0000000,78350.0000000,3134.0000000,1852708963.7500000
FUTSTKTATACOMM29-AUG-2024,1888.3000000,1878.2000000,1898.9000000,1791.0000000,1799.2000000,1799.2000000,-4.7100000,1995.0000000,1471000.0000000,2942.0000000,2693188000.0000000
FUTSTKEXIDEIND29-AUG-2024,557.7000000,557.5500000,567.5500000,540.7000000,542.9000000,542.9000000,-2.6500000,2569.0000000,4525200.0000000,2514.0000000,2499861060.0000000
FUTSTKPOLYCAB26-SEP-2024,6654.0000000,6615.0000000,6615.0000000,6362.4000000,6426.6000000,6426.6000000,-3.4100000,209.0000000,15125.0000000,121.0000000,97906762.5000000
FUTSTKMFSL26-SEP-2024,1053.2500000,0.0000000,0.0000000,0.0000000,,1027.4000000,-2.4500000,0.0000000,0.0000000,0.0000000,0.0000000
FUTSTKNAUKRI25-JUL-2024,6951.8500000,7020.1500000,7066.4000000,6791.2500000,6818.1500000,6818.1500000,-1.9200000,6856.0000000,412200.0000000,2748.0000000,2855097577.5000000
FUTSTKTECHM25-JUL-2024,1544.4000000,1561.0000000,1561.0000000,1487.4500000,1490.0000000,1490.0000000,-3.5200000,25386.0000000,7275000.0000000,12125.0000000,10954403910.0000000
FUTSTKRELIANCE26-SEP-2024,3213.9000000,3201.0000000,3201.0000000,3146.0000000,3148.9000000,3148.9000000,-2.0200000,571.0000000,87750.0000000,351.0000000,277838262.5000000
FUTSTKGUJGASLTD26-SEP-2024,643.3500000,608.0000000,608.0000000,585.6000000,596.0000000,627.8000000,-2.4100000,134.0000000,23750.0000000,19.0000000,14212687.5000000
FUTSTKPERSISTENT29-AUG-2024,4922.7500000,4843.2000000,4843.2000000,4563.4000000,4613.2500000,4613.2500000,-6.2800000,2334.0000000,993200.0000000,4966.0000000,4604339020.0000000
FUTSTKGODREJPROP25-JUL-2024,3361.0000000,3356.7500000,3362.1000000,3246.3000000,3252.1500000,3252.1500000,-3.2300000,14571.0000000,1142775.0000000,5079.0000000,3757693983.7500000
FUTSTKPFC29-AUG-2024,549.5000000,544.0500000,554.1000000,532.9000000,534.6500000,534.6500000,-2.7000000,7892.0000000,7463300.0000000,5741.0000000,4030353405.0000000
FUTSTKSAIL25-JUL-2024,147.8100000,147.8100000,147.8100000,140.0100000,141.6500000,141.6500000,-4.1600000,28558.0000000,11312000.0000000,2828.0000000,1620913560.0000000
FUTSTKHDFCAMC26-SEP-2024,4205.5000000,4160.0000000,4160.0000000,4089.7000000,4098.0500000,4098.0500000,-2.5500000,86.0000000,5400.0000000,36.0000000,22286985.0000000
FUTSTKINDIACEM29-AUG-2024,348.5500000,341.1000000,356.8500000,341.1000000,349.6500000,349.6500000,0.3100000,5448.0000000,391500.0000000,135.0000000,136014060.0000000
FUTSTKMARUTI25-JUL-2024,12661.9500000,12707.3000000,12729.0500000,12490.0000000,12516.3500000,12516.3500000,-1.1400000,60640.0000000,915050.0000000,18301.0000000,11523274085.0000000
FUTSTKPFC26-SEP-2024,551.7500000,545.0000000,555.7000000,536.0000000,537.2000000,537.2000000,-2.6300000,413.0000000,289900.0000000,223.0000000,157342315.0000000
FUTSTKBHEL26-SEP-2024,313.4500000,310.0000000,311.5000000,296.7500000,297.7500000,297.7500000,-5.0000000,689.0000000,942375.0000000,359.0000000,284503800.0000000
FUTSTKCOFORGE29-AUG-2024,5925.5000000,5978.1500000,6025.0000000,5828.5000000,5864.6000000,5864.6000000,-1.0200000,3343.0000000,389250.0000000,2595.0000000,2309940600.0000000
FUTSTKAXISBANK25-JUL-2024,1311.4500000,1305.4000000,1307.8000000,1290.8000000,1294.3000000,1294.3000000,-1.3000000,68194.0000000,13368125.0000000,21389.0000000,17372548843.7500000
FUTSTKIOC26-SEP-2024,172.5500000,171.9000000,172.5500000,167.7900000,167.9700000,167.9700000,-2.6500000,341.0000000,921375.0000000,189.0000000,156162922.5000000
FUTSTKGNFC29-AUG-2024,685.3500000,680.0500000,680.0500000,666.6000000,670.1000000,670.1000000,-2.2200000,743.0000000,14300.0000000,11.0000000,9643465.0000000
FUTSTKNESTLEIND25-JUL-2024,2635.6500000,2635.0000000,2648.5500000,2590.3000000,2599.9500000,2599.9500000,-1.3500000,33007.0000000,1432600.0000000,7163.0000000,3748375900.0000000
FUTSTKHDFCLIFE25-JUL-2024,650.7000000,646.5000000,648.0000000,635.9000000,637.0000000,637.0000000,-2.1000000,24154.0000000,5129300.0000000,4663.0000000,3283903205.0000000
FUTSTKASHOKLEY25-JUL-2024,228.4700000,228.5500000,228.5500000,222.8100000,223.7700000,223.7700000,-2.0500000,14712.0000000,28135000.0000000,5627.0000000,6355273600.0000000
FUTSTKICICIBANK26-SEP-2024,1256.5500000,1252.1000000,1254.5000000,1248.0000000,1253.5500000,1253.5500000,-0.2300000,170.0000000,63000.0000000,90.0000000,78847860.0000000
